Zmeny:
Hledani:
10 - 20: B=80.000000, D=2.000000, I=99.000000, J=11.000000, K=30.000000, L=100.000000, M=38.000000, P=40.000000, Q=70.000000, S=10.000000, T=151.000000
214 - 172: A=504.000000, B=546.000000, C=798.000000, D=42.000000, E=84.000000, F=378.000000, G=210.000000, H=279.000000, I=126.000000, J=84.000000, K=126.000000, L=546.000000, M=714.000000, N=210.000000, O=714.000000, P=630.000000, Q=84.000000, R=403.000000, S=420.000000, T=84.000000
1301 - 1592: A=3657.000000, B=3837.000000, C=2902.000000, D=5529.000000, E=1236.000000, F=3124.000000, G=2910.000000, H=4356.000000, I=1746.000000, J=4949.000000, K=1995.000000, L=5238.000000, M=2400.000000, N=1195.000000, O=3456.000000, P=2947.000000, Q=4011.000000, R=2910.000000, S=2550.000000, T=3655.000000
942 - 460: A=4668.000000, B=3416.000000, C=6434.000000, D=7766.000000, E=3954.000000, F=4536.000000, G=1222.000000, H=1857.000000, I=3040.000000, J=8584.000000, K=1446.000000, L=6029.000000, M=3223.000000, N=6713.000000, O=6764.000000, P=5622.000000, Q=4069.000000, R=4676.000000, S=4820.000000, T=2722.000000
9 - 1880: A=18295.000000, B=18645.000000, C=20257.000000, D=26113.000000, E=13294.000000, F=16864.000000, G=10876.000000, H=15208.000000, I=9224.000000, J=26364.000000, K=12495.000000, L=25415.000000, M=16935.000000, N=15249.000000, O=24311.000000, P=22139.000000, Q=18428.000000, R=17345.000000, S=15684.000000, T=17481.000000
483 - 259: A=257.000000, B=2912.000000, C=4256.000000, D=2260.000000, E=880.000000, F=2149.000000, G=1344.000000, H=679.000000, I=672.000000, J=577.000000, K=672.000000, L=2582.000000, M=3808.000000, N=1120.000000, O=3808.000000, P=3360.000000, Q=1344.000000, R=3116.000000, S=2240.000000, T=2198.000000
1324 - 1117: A=2898.000000, B=2484.000000, C=1800.000000, D=3825.000000, E=2291.000000, F=2484.000000, G=2070.000000, H=3312.000000, I=1242.000000, J=3889.000000, K=3519.000000, L=3726.000000, M=414.000000, N=1918.000000, O=2484.000000, P=1449.000000, Q=2898.000000, R=2070.000000, S=2484.000000, T=894.000000
1752 - 342: A=15065.000000, B=14318.000000, C=14745.000000, D=24288.000000, E=11648.000000, F=14008.000000, G=8980.000000, H=12521.000000, I=7862.000000, J=23382.000000, K=11226.000000, L=21478.000000, M=10107.000000, N=14000.000000, O=18921.000000, P=15572.000000, Q=15722.000000, R=14562.000000, S=12648.000000, T=13317.000000
790 - 996: A=2884.000000, B=254.000000, C=1442.000000, D=3708.000000, E=2956.000000, F=2472.000000, G=251.000000, H=1006.000000, I=1676.000000, J=3914.000000, K=1262.000000, L=3708.000000, M=412.000000, N=3708.000000, O=2472.000000, P=1442.000000, Q=2845.000000, R=1316.000000, S=2060.000000, T=3090.000000
102 - 749: A=4180.000000, B=7407.000000, C=11805.000000, D=6594.000000, E=2650.000000, F=5494.000000, G=3051.000000, H=2570.000000, I=2575.000000, J=5858.000000, K=1941.000000, L=7205.000000, M=8931.000000, N=4694.000000, O=10534.000000, P=9641.000000, Q=3486.000000, R=6972.000000, S=6470.000000, T=3012.000000
223 - 688: A=1778.000000, B=5583.000000, C=8469.000000, D=5375.000000, E=1798.000000, F=4239.000000, G=2385.000000, H=1546.000000, I=1503.000000, J=4304.000000, K=1395.000000, L=5355.000000, M=6744.000000, N=3326.000000, O=7745.000000, P=6975.000000, Q=2790.000000, R=6447.000000, S=4650.000000, T=2709.000000
10 - 1198: A=11600.000000, B=10249.000000, C=15779.000000, D=14763.000000, E=9826.000000, F=11250.000000, G=5561.000000, H=7464.000000, I=6310.000000, J=15302.000000, K=7036.000000, L=15883.000000, M=11425.000000, N=12776.000000, O=16826.000000, P=13911.000000, Q=9908.000000, R=10390.000000, S=11897.000000, T=9105.000000
709 - 1307: A=8372.000000, B=3970.000000, C=4846.000000, D=10846.000000, E=7736.000000, F=6702.000000, G=3442.000000, H=6096.000000, I=4271.000000, J=11352.000000, K=6792.000000, L=9837.000000, M=1196.000000, N=9228.000000, O=7176.000000, P=4442.000000, Q=7685.000000, R=4588.000000, S=6500.000000, T=5941.000000
1430 - 1828: A=3447.000000, B=5604.000000, C=1477.000000, D=6834.000000, E=1968.000000, F=2830.000000, G=2839.000000, H=3708.000000, I=1518.000000, J=6910.000000, K=2580.000000, L=5346.000000, M=4378.000000, N=1564.000000, O=4701.000000, P=6056.000000, Q=4797.000000, R=4635.000000, S=1002.000000, T=6435.000000
283 - 1184: A=8233.000000, B=7444.000000, C=11491.000000, D=14195.000000, E=8206.000000, F=9051.000000, G=4263.000000, H=5510.000000, I=5045.000000, J=13608.000000, K=5979.000000, L=12471.000000, M=6716.000000, N=11954.000000, O=12677.000000, P=9971.000000, Q=8519.000000, R=9509.000000, S=9284.000000, T=7529.000000
423 - 1839: A=14984.000000, B=14180.000000, C=13407.000000, D=23829.000000, E=11340.000000, F=13607.000000, G=8755.000000, H=12800.000000, I=7619.000000, J=24656.000000, K=11253.000000, L=20455.000000, M=9687.000000, N=13856.000000, O=17950.000000, P=15836.000000, Q=16019.000000, R=14784.000000, S=11838.000000, T=13894.000000
181 - 937: A=5768.000000, B=7038.000000, C=11700.000000, D=9899.000000, E=4859.000000, F=7005.000000, G=2844.000000, H=2912.000000, I=3837.000000, J=9119.000000, K=2268.000000, L=9351.000000, M=7956.000000, N=8018.000000, O=11447.000000, P=9772.000000, Q=5522.000000, R=7689.000000, S=7560.000000, T=5212.000000
71 - 348: A=2536.000000, B=3084.000000, C=4993.000000, D=1014.000000, E=1310.000000, F=2157.000000, G=1505.000000, H=1409.000000, I=1146.000000, J=986.000000, K=831.000000, L=3395.000000, M=4779.000000, N=895.000000, O=4609.000000, P=4155.000000, Q=1390.000000, R=1586.000000, S=2770.000000, T=1945.000000
145 - 1172: A=9500.000000, B=9094.000000, C=14029.000000, D=14165.000000, E=8484.000000, F=10149.000000, G=4888.000000, H=6088.000000, I=5387.000000, J=13656.000000, K=6189.000000, L=14049.000000, M=9038.000000, N=12308.000000, O=14879.000000, P=11957.000000, Q=8899.000000, R=10130.000000, S=10520.000000, T=8303.000000
467 - 1191: A=8147.000000, B=5136.000000, C=8044.000000, D=12213.000000, E=7591.000000, F=7426.000000, G=3229.000000, H=5070.000000, I=4535.000000, J=13280.000000, K=5546.000000, L=10455.000000, M=3602.000000, N=11160.000000, O=9633.000000, P=7260.000000, Q=7513.000000, R=7047.000000, S=7528.000000, T=5735.000000
712 - 268: A=1640.000000, B=5166.000000, C=8022.000000, D=5762.000000, E=1760.000000, F=3978.000000, G=2144.000000, H=1439.000000, I=1584.000000, J=4670.000000, K=1332.000000, L=5082.000000, M=6027.000000, N=3533.000000, O=7268.000000, P=6660.000000, Q=2664.000000, R=6352.000000, S=4440.000000, T=2292.000000
687 - 1838: A=13849.000000, B=11204.000000, C=8755.000000, D=20463.000000, E=10284.000000, F=11140.000000, G=7563.000000, H=11920.000000, I=6725.000000, J=20771.000000, K=10461.000000, L=17683.000000, M=6334.000000, N=11545.000000, O=13617.000000, P=11859.000000, Q=14426.000000, R=10497.000000, S=9198.000000, T=13613.000000
1718 - 1365: A=4147.000000, B=4959.000000, C=2163.000000, D=6707.000000, E=1988.000000, F=3112.000000, G=3159.000000, H=4088.000000, I=1908.000000, J=6001.000000, K=2329.000000, L=6354.000000, M=3658.000000, N=1445.000000, O=4578.000000, P=4641.000000, Q=4627.000000, R=3530.000000, S=1782.000000, T=5479.000000
1224 - 1847: A=6331.000000, B=8076.000000, C=4252.000000, D=10842.000000, E=3078.000000, F=5302.000000, G=4956.000000, H=7118.000000, I=2754.000000, J=10568.000000, K=5014.000000, L=9054.000000, M=5359.000000, N=2114.000000, O=7173.000000, P=7821.000000, Q=7852.000000, R=6695.000000, S=3474.000000, T=8119.000000
933 - 647: A=4004.000000, B=1248.000000, C=3102.000000, D=5148.000000, E=3089.000000, F=2586.000000, G=286.000000, H=1200.000000, I=2407.000000, J=5434.000000, K=858.000000, L=3911.000000, M=572.000000, N=5148.000000, O=3477.000000, P=2754.000000, Q=2794.000000, R=1407.000000, S=2860.000000, T=2400.000000
890 - 1621: A=9730.000000, B=7455.000000, C=6040.000000, D=13554.000000, E=6938.000000, F=8230.000000, G=6401.000000, H=9806.000000, I=4526.000000, J=13251.000000, K=8403.000000, L=13158.000000, M=3541.000000, N=7240.000000, O=8823.000000, P=6317.000000, Q=10269.000000, R=7310.000000, S=7168.000000, T=8349.000000
1185 - 1567: A=5006.000000, B=4854.000000, C=3777.000000, D=7218.000000, E=2243.000000, F=4342.000000, G=3820.000000, H=6062.000000, I=2292.000000, J=6728.000000, K=3782.000000, L=6876.000000, M=2357.000000, N=1768.000000, O=4473.000000, P=3334.000000, Q=5335.000000, R=3820.000000, S=3942.000000, T=3709.000000
1556 - 1671: A=1265.000000, B=1725.000000, C=403.000000, D=2185.000000, E=848.000000, F=758.000000, G=1108.000000, H=750.000000, I=682.000000, J=1955.000000, K=951.000000, L=2070.000000, M=1265.000000, N=345.000000, O=1725.000000, P=1955.000000, Q=1389.000000, R=1150.000000, T=1840.000000
1816 - 1571: A=1827.000000, B=3630.000000, C=763.000000, D=4095.000000, E=1404.000000, F=1388.000000, G=1393.000000, H=1470.000000, I=672.000000, J=4285.000000, K=1875.000000, L=2808.000000, M=2695.000000, N=735.000000, O=3108.000000, P=4165.000000, Q=2736.000000, R=3038.000000, T=3975.000000
1385 - 98: A=13140.000000, B=12041.000000, C=17496.000000, D=18206.000000, E=10570.000000, F=12896.000000, G=7253.000000, H=9778.000000, I=6986.000000, J=17820.000000, K=9423.000000, L=18369.000000, M=10279.000000, N=13358.000000, O=18234.000000, P=14153.000000, Q=12063.000000, R=12260.000000, S=13546.000000, T=9246.000000
736 - 1028: A=4088.000000, B=664.000000, C=2254.000000, D=5256.000000, E=4070.000000, F=3192.000000, G=625.000000, H=1524.000000, I=2354.000000, J=5548.000000, K=1968.000000, L=4698.000000, M=584.000000, N=5256.000000, O=3504.000000, P=2084.000000, Q=3617.000000, R=1744.000000, S=2920.000000, T=3736.000000
1288 - 1536: A=3223.000000, B=3153.000000, C=2740.000000, D=4712.000000, E=992.000000, F=2796.000000, G=2480.000000, H=3968.000000, I=1488.000000, J=4244.000000, K=1876.000000, L=4464.000000, M=1810.000000, N=1053.000000, O=2772.000000, P=2086.000000, Q=3472.000000, R=2480.000000, S=2706.000000, T=2801.000000
285 - 1273: A=9477.000000, B=8486.000000, C=12218.000000, D=15835.000000, E=9280.000000, F=10101.000000, G=5141.000000, H=6928.000000, I=5573.000000, J=15295.000000, K=7486.000000, L=14047.000000, M=6860.000000, N=12554.000000, O=13711.000000, P=10564.000000, Q=9753.000000, R=10373.000000, S=10332.000000, T=7855.000000
814 - 824: A=140.000000, B=10.000000, C=70.000000, D=180.000000, E=150.000000, F=120.000000, G=10.000000, H=40.000000, I=90.000000, J=190.000000, K=30.000000, L=180.000000, M=20.000000, N=180.000000, O=120.000000, P=70.000000, Q=60.000000, R=20.000000, S=100.000000, T=150.000000
531 - 1113: A=6991.000000, B=3368.000000, C=6334.000000, D=10476.000000, E=6165.000000, F=5594.000000, G=2065.000000, H=3630.000000, I=3875.000000, J=11058.000000, K=4028.000000, L=8539.000000, M=2358.000000, N=9436.000000, O=7609.000000, P=5754.000000, Q=6037.000000, R=5179.000000, S=5952.000000, T=5216.000000
1418 - 192: A=12370.000000, B=11435.000000, C=16286.000000, D=18739.000000, E=10124.000000, F=12678.000000, G=7113.000000, H=9742.000000, I=6722.000000, J=18004.000000, K=9306.000000, L=17866.000000, M=8983.000000, N=13309.000000, O=17032.000000, P=12974.000000, Q=12249.000000, R=12356.000000, S=13002.000000, T=9586.000000
1241 - 1033: A=2912.000000, B=2320.000000, C=1534.000000, D=3760.000000, E=3120.000000, F=2496.000000, G=2080.000000, H=3328.000000, I=1248.000000, J=3952.000000, K=3536.000000, L=3744.000000, M=416.000000, N=3264.000000, O=2496.000000, P=1456.000000, Q=2912.000000, R=2080.000000, S=2468.000000, T=1855.000000
865 - 1681: A=10740.000000, B=8380.000000, C=6395.000000, D=15144.000000, E=7793.000000, F=8890.000000, G=6914.000000, H=10266.000000, I=5093.000000, J=14746.000000, K=9018.000000, L=14688.000000, M=4251.000000, N=7870.000000, O=10023.000000, P=7512.000000, Q=11414.000000, R=8016.000000, S=7418.000000, T=9684.000000
767 - 1079: A=4368.000000, B=828.000000, C=2184.000000, D=5616.000000, E=4546.000000, F=3618.000000, G=1104.000000, H=2216.000000, I=2381.000000, J=5928.000000, K=2742.000000, L=5616.000000, M=624.000000, N=5616.000000, O=3744.000000, P=2184.000000, Q=4145.000000, R=2192.000000, S=3184.000000, T=4470.000000
1188 - 1594: A=5261.000000, B=5223.000000, C=3873.000000, D=7677.000000, E=2386.000000, F=4492.000000, G=4060.000000, H=6176.000000, I=2436.000000, J=7130.000000, K=3934.000000, L=7308.000000, M=2648.000000, N=1795.000000, O=4842.000000, P=3772.000000, Q=5617.000000, R=4060.000000, S=3906.000000, T=4129.000000
1521 - 1638: A=1287.000000, B=1755.000000, C=479.000000, D=2223.000000, E=724.000000, F=910.000000, G=1170.000000, H=1112.000000, I=702.000000, J=1989.000000, K=829.000000, L=2106.000000, M=1287.000000, N=351.000000, O=1710.000000, P=1989.000000, Q=1483.000000, R=1170.000000, T=1872.000000
1775 - 1911: B=570.000000, C=132.000000, D=414.000000, F=156.000000, G=408.000000, H=1014.000000, J=1007.000000, K=63.000000, M=891.000000, N=408.000000, O=84.000000, P=1445.000000, Q=1080.000000, R=884.000000, T=1377.000000
156 - 172: A=192.000000, B=208.000000, C=304.000000, D=16.000000, E=74.000000, F=144.000000, G=80.000000, H=96.000000, I=48.000000, J=32.000000, K=48.000000, L=208.000000, M=272.000000, N=15.000000, O=272.000000, P=240.000000, Q=32.000000, S=160.000000, T=32.000000
1411 - 1796: A=3713.000000, B=5592.000000, C=1523.000000, D=7035.000000, E=2044.000000, F=3028.000000, G=2933.000000, H=3820.000000, I=1632.000000, J=6625.000000, K=2675.000000, L=5688.000000, M=4235.000000, N=1587.000000, O=4929.000000, P=5645.000000, Q=4775.000000, R=4298.000000, S=1230.000000, T=6195.000000
113 - 1736: A=16995.000000, B=17000.000000, C=19048.000000, D=24860.000000, E=12502.000000, F=15861.000000, G=10191.000000, H=13564.000000, I=8654.000000, J=23622.000000, K=11769.000000, L=24375.000000, M=13824.000000, N=14817.000000, O=22590.000000, P=18735.000000, Q=16508.000000, R=15798.000000, S=14938.000000, T=14832.000000
1158 - 1484: A=4471.000000, B=3933.000000, C=3551.000000, D=6127.000000, E=2316.000000, F=3836.000000, G=3260.000000, H=5216.000000, I=1956.000000, J=5830.000000, K=3826.000000, L=5868.000000, M=1498.000000, N=2013.000000, O=3912.000000, P=2282.000000, Q=4564.000000, R=3260.000000, S=3960.000000, T=2489.000000
184 - 823: A=4136.000000, B=6885.000000, C=10845.000000, D=7844.000000, E=3197.000000, F=5610.000000, G=2715.000000, H=2374.000000, I=2835.000000, J=6947.000000, K=1917.000000, L=7260.000000, M=7677.000000, N=5951.000000, O=10028.000000, P=8929.000000, Q=3710.000000, R=6990.000000, S=6390.000000, T=3496.000000
1113 - 1095: A=252.000000, B=216.000000, C=126.000000, D=324.000000, E=270.000000, F=216.000000, G=180.000000, H=288.000000, I=108.000000, J=342.000000, K=306.000000, L=324.000000, M=36.000000, N=324.000000, O=216.000000, P=126.000000, Q=252.000000, R=180.000000, S=216.000000, T=270.000000
615 - 953: A=4667.000000, B=1556.000000, C=3786.000000, D=6084.000000, E=3477.000000, F=3018.000000, G=338.000000, H=1448.000000, I=2663.000000, J=6422.000000, K=1056.000000, L=4687.000000, M=764.000000, N=6084.000000, O=4261.000000, P=3374.000000, Q=3293.000000, R=2151.000000, S=3380.000000, T=2732.000000
170 - 323: A=1165.000000, B=1989.000000, C=2907.000000, D=515.000000, E=460.000000, F=1377.000000, G=860.000000, H=740.000000, I=459.000000, J=306.000000, K=459.000000, L=1989.000000, M=2601.000000, N=765.000000, O=2601.000000, P=2295.000000, Q=738.000000, R=1261.000000, S=1530.000000, T=1372.000000
1458 - 479: A=11858.000000, B=8184.000000, C=11006.000000, D=17192.000000, E=9260.000000, F=10438.000000, G=5827.000000, H=9306.000000, I=6101.000000, J=17985.000000, K=8645.000000, L=15165.000000, M=4544.000000, N=12287.000000, O=12633.000000, P=8949.000000, Q=11179.000000, R=9513.000000, S=10612.000000, T=7664.000000
1979 - 33: A=18223.000000, B=18453.000000, C=20167.000000, D=26095.000000, E=13238.000000, F=16747.000000, G=10988.000000, H=16240.000000, I=9042.000000, J=26210.000000, K=12423.000000, L=25175.000000, M=16650.000000, N=15495.000000, O=24299.000000, P=22043.000000, Q=18455.000000, R=17345.000000, S=15660.000000, T=17161.000000
1637 - 1352: A=3438.000000, B=3900.000000, C=2167.000000, D=5415.000000, E=1392.000000, F=2782.000000, G=2850.000000, H=3810.000000, I=1710.000000, J=4845.000000, K=1665.000000, L=5130.000000, M=2793.000000, N=1228.000000, O=3519.000000, P=3355.000000, Q=3837.000000, R=2850.000000, S=1938.000000, T=4222.000000
1763 - 1860: B=750.000000, C=168.000000, D=642.000000, F=228.000000, G=291.000000, H=582.000000, J=1235.000000, K=171.000000, M=1023.000000, N=291.000000, O=252.000000, P=1649.000000, Q=873.000000, R=1088.000000, T=1581.000000
944 - 989: A=630.000000, B=45.000000, C=315.000000, D=810.000000, E=609.000000, F=540.000000, G=45.000000, H=270.000000, I=288.000000, J=855.000000, K=681.000000, L=810.000000, M=90.000000, N=810.000000, O=540.000000, P=315.000000, Q=630.000000, R=450.000000, S=450.000000, T=675.000000
1652 - 822: A=11023.000000, B=7988.000000, C=6609.000000, D=15367.000000, E=8206.000000, F=9232.000000, G=6779.000000, H=10264.000000, I=5324.000000, J=15070.000000, K=8886.000000, L=14940.000000, M=4018.000000, N=8557.000000, O=10104.000000, P=7320.000000, Q=11654.000000, R=7812.000000, S=7848.000000, T=9865.000000
82 - 1833: A=17441.000000, B=18217.000000, C=19726.000000, D=25936.000000, E=12846.000000, F=16306.000000, G=10637.000000, H=14332.000000, I=8902.000000, J=25671.000000, K=12276.000000, L=24685.000000, M=15466.000000, N=15108.000000, O=23691.000000, P=20849.000000, Q=17695.000000, R=17345.000000, S=15248.000000, T=16518.000000
1805 - 156: A=16417.000000, B=17555.000000, C=18438.000000, D=25722.000000, E=12254.000000, F=15976.000000, G=10183.000000, H=13720.000000, I=8420.000000, J=24753.000000, K=12054.000000, L=23896.000000, M=13852.000000, N=15024.000000, O=22489.000000, P=19263.000000, Q=17079.000000, R=16971.000000, S=14508.000000, T=15894.000000
1577 - 317: A=13329.000000, B=12018.000000, C=14679.000000, D=21363.000000, E=10380.000000, F=13183.000000, G=7989.000000, H=11546.000000, I=7301.000000, J=20457.000000, K=9726.000000, L=19103.000000, M=8607.000000, N=13600.000000, O=16734.000000, P=12972.000000, Q=13784.000000, R=12997.000000, S=12898.000000, T=10892.000000
1904 - 603: A=14804.000000, B=11936.000000, C=10183.000000, D=22060.000000, E=10620.000000, F=11644.000000, G=7870.000000, H=12806.000000, I=7079.000000, J=22367.000000, K=10713.000000, L=18775.000000, M=6884.000000, N=13151.000000, O=14890.000000, P=13493.000000, Q=15443.000000, R=11760.000000, S=10038.000000, T=14003.000000
345 - 83: A=2365.000000, B=3021.000000, C=4828.000000, D=954.000000, E=1202.000000, F=2022.000000, G=1427.000000, H=1328.000000, I=1041.000000, J=848.000000, K=786.000000, L=3236.000000, M=4500.000000, N=880.000000, O=4402.000000, P=3930.000000, Q=1252.000000, R=1547.000000, S=2620.000000, T=1876.000000
1526 - 1179: A=4639.000000, B=4311.000000, C=3614.000000, D=6547.000000, E=2169.000000, F=4004.000000, G=3470.000000, H=5552.000000, I=2082.000000, J=6145.000000, K=3679.000000, L=6246.000000, M=1918.000000, N=1753.000000, O=3930.000000, P=2679.000000, Q=4858.000000, R=3470.000000, S=4014.000000, T=3077.000000
1531 - 1665: A=1474.000000, B=2010.000000, C=510.000000, D=2546.000000, E=900.000000, F=972.000000, G=1340.000000, H=1114.000000, I=802.000000, J=2278.000000, K=1022.000000, L=2412.000000, M=1474.000000, N=402.000000, O=2010.000000, P=2278.000000, Q=1667.000000, R=1340.000000, T=2144.000000
898 - 602: A=3910.000000, B=1618.000000, C=3622.000000, D=5328.000000, E=2790.000000, F=2436.000000, G=326.000000, H=1181.000000, I=2256.000000, J=5624.000000, K=888.000000, L=3866.000000, M=784.000000, N=5211.000000, O=3822.000000, P=3184.000000, Q=2469.000000, R=1822.000000, S=2960.000000, T=1920.000000
552 - 1168: A=7740.000000, B=3755.000000, C=6362.000000, D=11088.000000, E=6906.000000, F=5976.000000, G=2489.000000, H=4447.000000, I=4142.000000, J=11704.000000, K=4900.000000, L=9361.000000, M=2111.000000, N=10321.000000, O=7912.000000, P=5824.000000, Q=6681.000000, R=5372.000000, S=6402.000000, T=5558.000000
