[105089-108316: A=218.14],
[146475-152797: A=10.39],
[130374-157147: A=173.32],
[152926-185910: A=26.88],
[186018-216386: A=168.66],
[146304-162224: A=114.96],
[197375-246329: A=63.19],
[190865-259018: A=70.29],
[142654-183463: A=87.61],
[105267-108425: A=245.42],
[151791-166118: A=207.91],
[161931-182202: A=38.16],
[151435-197218: A=34.27],
[162759-197236: A=73.01],
[150834-163998: A=119.44],
[129890-143552: A=237.37],
[155799-161536: A=78.56],
[127435-152738: A=10.78],
[171845-235368: A=179.90],
[187861-210372: A=234.88],
[136253-156384: A=71.89],
[157493-212132: A=245.92],
[142252-142691: A=226.82],
[160904-172949: A=247.04],
[129322-151088: A=8.07],
[104816-107424: A=166.87],
[192041-280927: A=99.27],
[118321-128907: A=176.47],
[139832-176199: A=16.98],
[199445-276761: A=188.00],
[149472-159253: A=160.31],
[148913-149361: A=244.30],
[139951-146618: A=239.58],
[142447-144761: A=97.65],
[158276-189813: A=4.67],
[178261-201729: A=216.77],
[164390-207140: A=115.17],
[131561-147910: A=154.27],
[131366-143106: A=188.61],
[147432-156346: A=160.68],
[147084-193451: A=34.64],
[128361-150209: A=233.43],
[106328-112030: A=110.23],
[169658-204701: A=212.06],
[119844-131625: A=62.54],
[145494-165823: A=146.27],
[173355-219438: A=241.51],
[129807-156368: A=119.20],
[103907-104309: A=168.84],
[159734-163301: A=111.20],
[182220-202589: A=69.48],
[116079-129268: A=168.70],
[146831-160508: A=11.23],
[153722-181246: A=96.24],
[139110-141433: A=119.28],
[142882-157635: A=47.59],
[110245-118380: A=16.01],
[163600-214348: A=176.47],
[150640-193883: A=44.97],
[146693-191435: A=69.53],
[197068-222018: A=233.08],
[182207-191762: A=61.47],
[197759-253333: A=146.93],
[105864-109533: A=109.44],
[158069-184275: A=217.39],
[191179-263958: A=213.81],
[137244-161407: A=233.33],
[190755-239377: A=151.82],
[147845-171958: A=185.61],
[152049-160145: A=193.37],
[188362-262240: A=130.54],
[149592-183697: A=143.22],
[161732-187507: A=78.00],
[163238-200875: A=75.00],
[132718-133444: A=33.98],
[149097-179671: A=37.04],
[149391-188568: A=143.98],
[179013-233159: A=192.06],
[116919-122133: A=27.44],
[109833-117485: A=118.57],
[190808-267790: A=149.93],
[196158-269514: A=64.30],
[163942-222624: A=198.64],
[186801-205774: A=105.13],
[173285-195141: A=57.86],
[176823-219314: A=122.86],
[187711-270555: A=132.44],
[126505-138177: A=151.40],
[146926-173972: A=183.34],
[191308-230518: A=56.82],
[198576-243542: A=77.32],
[190324-274643: A=44.67],
[185077-196343: A=18.14],
[139783-178344: A=206.25],
[178588-202348: A=233.06],
[179734-213278: A=43.60],
[168740-200218: A=9.02],
[146816-160287: A=205.31],
[187364-218860: A=127.35],
[155017-196387: A=204.92],
[192034-235819: A=219.13],
[137135-173007: A=12.66],
[161339-185951: A=70.54],
[132707-155475: A=61.49],
[191474-216973: A=247.90],
[193220-248500: A=135.95],
[103501-104628: A=238.22],
[112814-116327: A=182.85],
[183656-229565: A=22.37],
[186896-236814: A=204.57],
[142562-171839: A=161.93],
[189692-246465: A=147.53],
[159094-165078: A=0.62],
[109148-116698: A=133.28],
[181843-241323: A=173.19],
[158618-165455: A=216.94],
[183446-233260: A=92.49],
[198347-251466: A=25.65],
[164585-171635: A=140.30],
[102385-104140: A=246.77],
[149995-150564: A=224.76],
[168203-231374: A=214.96],
[151607-183188: A=218.46],
[147913-183426: A=140.69],
[153205-188562: A=138.15],
[117331-133910: A=130.29],
[132457-135779: A=109.17],
[158461-167302: A=154.05],
[175712-235564: A=114.33],
[153797-174953: A=5.98],
[109278-118102: A=172.54],
[144497-185999: A=205.17],
[186767-212302: A=133.04],
[163968-188263: A=108.40],
[118986-126972: A=224.26],
[115479-115542: A=68.45],
[116023-123508: A=207.06],
[182141-255323: A=140.99],
[173015-200225: A=62.48],
[138053-150902: A=125.99],
[158562-206213: A=235.95],
[165252-172334: A=95.59],
[189671-257752: A=71.92],
[146681-170056: A=123.75],
[152854-175690: A=157.21],
[192243-273395: A=103.45],
[132543-160665: A=162.26],
[186077-209303: A=238.81],
[109208-112229: A=134.21],
[101325-102082: A=9.47],
[180392-202872: A=92.51],
[169231-238176: A=234.77],
[133730-160956: A=203.82],
[126785-147318: A=7.42],
[174498-243031: A=87.81],
[186090-254601: A=184.72],
[156650-160022: A=48.24],
[194145-224859: A=10.96],
[126283-132408: A=154.19],
[199030-233015: A=236.31],
[162060-204432: A=116.39],
[110750-120947: A=45.51],
[110390-119803: A=203.92],
[187266-265120: A=139.01],
[150933-179466: A=80.90],
[119737-129721: A=127.87],
[102909-104428: A=110.51],
[169618-210393: A=97.16],
[136002-145368: A=34.82],
[111158-113799: A=192.34],
[113854-119793: A=17.94],
[149097-180477: A=150.51],
[162513-215722: A=27.65],
[154862-161613: A=18.00],
[167033-184769: A=169.77],
[136980-141090: A=158.80],
[140445-151625: A=165.63],
[193745-227962: A=90.59],
[103412-106308: A=106.87],
[148139-191245: A=185.34],
[126150-128124: A=38.66],
[147390-152891: A=136.87],
[183089-206121: A=121.27],
[187901-226003: A=73.10],
[161383-220501: A=52.69],
[135499-149999: A=21.13],
[123327-139103: A=99.31],
[148264-150875: A=135.10],
[116791-126182: A=59.23],
[138778-174103: A=120.56],
[193105-276886: A=29.69],
[180544-252153: A=217.84],
[156090-204920: A=57.06],
[164688-188810: A=240.43],
[102178-102234: A=243.02],
[198817-249731: A=147.62],
[111152-116358: A=21.82],
[103451-104254: A=94.45],
[164480-188035: A=97.14],
[167160-177032: A=193.87],
[102243-103698: A=41.88],
[128593-145572: A=227.87],
[102653-102720: A=198.96],
[128016-132685: A=94.45],
[157221-204641: A=200.37],
[193468-194289: A=219.75],
[106102-106123: A=27.82],
[140952-169760: A=241.73],
[167574-216176: A=249.39],
[175577-197032: A=17.77],
[182934-190971: A=233.69],
[172863-220613: A=37.03],
[190109-231575: A=154.32],
[159637-204150: A=100.79],
[142322-147044: A=237.76],
[139932-171144: A=214.67],
[174581-188503: A=229.83],
[133717-146090: A=235.42],
[100876-101415: A=202.11],
[132362-137148: A=200.06],
[135853-145927: A=187.73],
[181749-198996: A=5.06],
[175566-209625: A=16.93],
[107515-110021: A=164.85],
[116818-129346: A=152.74],
[156753-192292: A=138.44],
[166421-231614: A=230.72],
[103738-106756: A=198.55],
[178584-214188: A=99.05],
[179543-253695: A=2.29],
[146880-155026: A=226.35],
[171160-224569: A=202.43],
[190154-279267: A=193.18],
[121790-136212: A=84.62],
[176810-183983: A=47.79],
[136847-149036: A=242.91],
[114979-124056: A=18.15],
[109287-112825: A=164.23],
[145623-162162: A=24.33],
[117119-129819: A=158.13],
[137724-144334: A=100.07],
[105343-105536: A=52.85],
[121023-123428: A=45.22],
[136483-138674: A=63.88],
[103155-103995: A=36.94],
[105656-108096: A=64.78],
[115201-117229: A=107.35],
[188374-239336: A=31.81],
[150395-175609: A=55.64],
[104310-106467: A=158.14],
[185595-200221: A=34.58],
[154809-168784: A=168.19],
[188216-266523: A=147.33],
[147993-171679: A=59.50],
[195626-226322: A=211.67],
[149399-160562: A=166.77],
[101976-103262: A=228.56],
[136547-142373: A=82.83],
[147144-179190: A=242.59],
[193339-256227: A=208.80],
[111281-122276: A=158.84],
[174168-242987: A=13.93],
[163771-208874: A=43.38],
[160665-206653: A=69.16],
[187129-192066: A=151.93],
[129873-154966: A=177.19],
[169386-192337: A=98.73],
[121661-133625: A=45.59],
[119358-122526: A=197.02],
[109543-116294: A=247.54],
[147779-193306: A=108.64],
[173536-216089: A=111.98],
[159996-174134: A=232.64],
[185888-211203: A=229.13],
[158605-167638: A=123.01],
[196139-199705: A=11.61],
[128752-145990: A=174.39],
[133808-154224: A=70.77],
[131281-152758: A=218.99],
[191231-276385: A=155.17],
[106073-107084: A=207.18],
[118152-134314: A=229.26],
[187808-246047: A=72.79],
[160098-174244: A=62.94],
[138510-152975: A=60.83],
[191643-263547: A=0.95],
[126357-132645: A=61.41],
[199248-213390: A=23.32],
[153258-194387: A=103.33],
[163177-195822: A=222.28],
[178771-211381: A=132.17],
[197489-285673: A=147.90],
[198884-209794: A=11.18],
[197276-215472: A=120.73],
[125484-139023: A=235.51],
[190168-220251: A=238.32],
[115690-123177: A=92.14],
[153249-176274: A=82.59],
[153782-201003: A=182.06],
[139421-158524: A=249.61],
[130098-146827: A=47.16],
[119355-120690: A=23.46],
[129731-154337: A=246.82],
[191486-277887: A=188.02],
[171334-176714: A=235.62],
[111783-122347: A=76.68],
[181536-245001: A=162.08],
[123211-132601: A=245.76],
[181817-236633: A=102.44],
[108863-116916: A=52.11],
[171888-197275: A=224.70],
[158084-188889: A=160.93],
[128207-152808: A=236.43],
[184287-254074: A=175.45],
[145408-149257: A=147.04],
[102453-102574: A=39.22],
[193556-233664: A=244.27],
[155562-167763: A=46.67],
[166955-199992: A=225.35],
[190959-276238: A=90.31],
[162764-209460: A=104.50],
[195913-271983: A=130.85],
[117692-132705: A=232.29],
[102065-103162: A=64.67],
[149630-197094: A=111.15],
[158223-158346: A=182.12],
[141576-181194: A=11.89],
[110122-111512: A=77.67],
[107193-111027: A=148.00],
[136301-156346: A=156.95],
[195520-267221: A=144.67],
[177039-188030: A=4.99],
[134748-143405: A=190.20],
[190959-201226: A=22.11],
[178226-209080: A=202.98],
[136038-155114: A=75.16],
[196120-257646: A=195.43],
[135229-139164: A=49.85],
[105156-106346: A=50.71],
[158765-207867: A=38.95],
[113218-126294: A=115.36],
[135062-169983: A=94.62],
[134012-157367: A=161.78],
[103167-105702: A=142.79],
[102797-104218: A=83.03],
[153015-178587: A=174.32],
[169916-183258: A=159.86],
[167473-170234: A=122.43],
[175784-193658: A=123.27],
[101601-102460: A=211.04],
[137836-172439: A=150.61],
[154549-176984: A=86.49],
[161711-220514: A=159.40],
[178519-247855: A=56.74],
[128898-157270: A=44.33],
[127230-144325: A=194.02],
[158309-184823: A=122.78],
[134318-165120: A=29.39],
[107092-108239: A=94.44],
[181307-246012: A=28.86],
[153233-176740: A=41.98],
[182638-185741: A=77.35],
[164289-207783: A=157.42],
[187712-189662: A=168.96],
[152128-162714: A=248.12],
[143210-160971: A=187.64],
[126811-146543: A=157.88],
[122099-124733: A=159.48],
[189915-253274: A=156.13],
[170175-188847: A=121.86],
[177273-193377: A=187.08],
[159858-199842: A=228.77],
[167943-230364: A=28.76],
[151415-189988: A=0.59],
[184091-218855: A=158.11],
[148506-157735: A=186.21],
[167397-178238: A=82.81],
[187168-193087: A=145.02],
[197062-203443: A=204.60],
[113845-121842: A=50.25],
[190765-218870: A=27.83],
[182415-197535: A=106.45],
[157536-166712: A=33.10],
[136652-171054: A=246.62],
[177813-239450: A=210.50],
[122252-137487: A=247.60],
[165221-196066: A=103.89],
[148710-183985: A=189.48],
[190915-223114: A=173.71],
[188261-210723: A=126.99],
[119825-138661: A=201.26],
[155698-188500: A=181.73],
[147211-163410: A=202.29],
[111222-121363: A=197.64],
[157965-170907: A=194.16],
[132315-150953: A=236.22],
[168197-235940: A=118.74],
[155371-167273: A=150.95],
[126430-152728: A=124.74],
[133676-149512: A=223.84],
[182409-222125: A=249.22],
[100936-101305: A=8.62],
[108935-117063: A=181.64],
[118716-128168: A=141.05],
[123887-141694: A=70.06],
[186309-238051: A=114.42],
[173459-244415: A=225.61],
[120448-140225: A=29.92],
[169118-177635: A=70.49],
[116831-122191: A=75.69],
[122256-130193: A=47.60],
[146002-155356: A=219.66],
[153001-161776: A=223.43],
[104566-104789: A=188.42],
[176290-242297: A=206.40],
[117838-120625: A=12.58],
[122372-135332: A=112.69],
[126852-142466: A=2.80],
[170790-208560: A=65.24],
[182281-255903: A=12.73],
[146976-153700: A=186.26],
[107566-108219: A=160.39],
[161423-197246: A=38.50],
[159619-210417: A=71.69],
[147732-183859: A=180.32],
[199157-279508: A=58.10],
[104510-107622: A=46.51],
[151650-178160: A=86.21],
[111133-118748: A=85.45],
[136224-168147: A=41.56],
[150093-162107: A=81.16],
[185152-246437: A=206.32],
[155887-194169: A=134.58],
[182869-218860: A=138.78],
[111433-118124: A=204.35],
[180492-219523: A=43.72],
[103718-104863: A=70.31],
[132391-141389: A=104.87],
[103778-105325: A=177.39],
[150022-187442: A=138.67],
[172858-204571: A=91.87],
[131408-151413: A=154.92],
[177027-209100: A=46.02],
[123247-140804: A=235.23],
[125302-144727: A=162.54],
[121589-124257: A=116.41],
[128184-149324: A=76.27],
[138718-174666: A=125.07],
[113294-122210: A=225.69],
[189116-274663: A=32.29],
[142910-154700: A=79.67],
[114590-127717: A=189.26],
[178000-248383: A=142.56],
[168378-194722: A=196.05],
[103926-104495: A=11.61],
[138477-173307: A=100.68],
[152762-169652: A=122.62],
[187385-188317: A=150.85],
[151474-174970: A=128.09],
[194062-209545: A=182.26],
[127770-145392: A=141.40],
[172463-237691: A=132.02],
[117289-134389: A=233.54],
[112277-112932: A=172.93],
[149378-181818: A=71.53],
[166803-202571: A=219.21],
[115372-116383: A=42.46],
[102909-105100: A=197.34],
[114422-119485: A=188.61],
[141450-176723: A=39.55],
[130031-146926: A=41.39],
[163549-225661: A=170.67],
[132243-157602: A=121.19],
[174320-224055: A=174.98],
[107169-108665: A=226.48],
[176339-236154: A=66.19],
[166172-175482: A=92.73],
[159423-211196: A=54.94],
[190015-268549: A=52.38],
[148953-179218: A=219.68],
[107790-109557: A=140.87],
[158525-169673: A=179.63],
[138152-154994: A=212.71],
[147060-170488: A=82.79],
[188669-216575: A=189.35],
[158289-180075: A=45.06],
[174217-240413: A=159.05],
[141652-161133: A=145.96],
[171703-199731: A=232.37],
[126585-147825: A=188.49],
[124060-137170: A=177.50],
[103097-104005: A=109.60],
[134371-135586: A=113.66],
[163469-198242: A=201.69],
[119888-129253: A=54.51],
[167349-210219: A=137.26],
[159072-215378: A=92.43],
[197076-280827: A=68.70],
[176755-219145: A=47.46],
[136330-153137: A=144.28],
[111611-120578: A=43.57],
[180936-208419: A=112.07],
[122667-134198: A=26.18],
[148071-153595: A=121.08],
[168284-207795: A=220.58],
[101699-102895: A=89.53],
[155715-211134: A=196.03],
[181350-261462: A=42.24],
[170393-194759: A=245.09],
[148704-192412: A=176.90],
[174873-178904: A=154.43],
[170781-175519: A=196.74],
[180043-223790: A=152.38],
[108678-109220: A=231.15],
[113390-114030: A=50.89],
[119426-126756: A=179.30],
[135107-151603: A=38.76],
[123600-140714: A=203.18],
[161495-180921: A=0.45],
[103951-106495: A=107.64],
[177530-182709: A=124.47],
[158801-192328: A=166.82],
[121565-130465: A=198.04],
[100680-100876: A=35.00],
[149594-169642: A=150.34],
[179016-182487: A=67.19],
[121806-127539: A=63.70],
[148494-155730: A=119.34],
[144293-170353: A=239.02],
[143567-156316: A=119.25],
[188004-216752: A=141.35],
[115115-122800: A=233.19],
[190551-263618: A=153.29],
[172155-192366: A=221.56],
[134991-151269: A=133.18],
[105578-109910: A=89.27],
[161600-162947: A=27.25],
[133430-148738: A=9.69],
[158274-177089: A=10.98],
[154013-176045: A=119.56],
[108967-117048: A=222.11],
[199733-212652: A=200.68],
[133649-162546: A=119.64],
[192512-277761: A=39.07],
[166544-192318: A=220.62],
[105592-109584: A=89.19],
[158162-215486: A=184.21],
[100275-100391: A=42.21],
[124597-144630: A=26.29],
[199567-234927: A=160.03],
[186691-194808: A=108.57],
[186809-246850: A=87.80],
[197758-204439: A=169.96],
[193915-284662: A=81.04],
[102471-102860: A=18.43],
[198968-245645: A=57.93],
[100586-100913: A=216.70],
[188866-198641: A=196.57],
[154763-160193: A=184.80],
[120764-134526: A=131.47],
[158362-209463: A=56.45],
[198422-232127: A=150.73],
[111548-119450: A=76.37],
[141383-163372: A=114.93],
[197332-276622: A=239.91],
[142092-182476: A=97.29],
[110770-121194: A=36.31],
[132711-144061: A=172.73],
[140589-169172: A=73.50],
[146502-170686: A=96.05],
[197842-286078: A=15.91],
[145443-174368: A=60.00],
[115649-117880: A=113.04],
[155111-205214: A=2.98],
[156298-190279: A=79.65],
[182919-207824: A=64.06],
[105094-108412: A=105.16],
[123969-142963: A=132.89],
[167723-210003: A=20.23],
[159922-172507: A=78.23],
[121626-135506: A=5.06],
[199049-211479: A=45.03],
[186395-250026: A=109.46],
[182844-261263: A=199.03],
[159828-178466: A=41.68],
[112886-117281: A=92.23],
[149434-167530: A=241.10],
[168832-219842: A=110.51],
[163733-221667: A=96.80],
[187928-216554: A=234.59],
[192987-251454: A=40.19],
[155277-205538: A=40.88],
[178353-246824: A=159.07],
[138661-172650: A=33.64],
[195083-288173: A=153.24],
[175065-199735: A=85.12],
[199281-288321: A=126.35],
[126346-126540: A=42.78],
[109108-112741: A=51.23],
[128340-149440: A=94.31],
[109635-112836: A=123.67],
[168487-232456: A=113.02],
[197125-204220: A=182.64],
[140573-178956: A=215.01],
[134623-161605: A=249.48],
[151276-186962: A=142.37],
[103889-104358: A=10.85],
[188742-219662: A=238.45],
[186860-259116: A=96.82],
[146519-161398: A=52.80],
[184572-188969: A=104.59],
[133085-159471: A=180.50],
[172168-235427: A=168.69],
[177561-192709: A=132.01],
[173945-196161: A=33.23],
[193207-283217: A=108.50],
[168014-175084: A=124.87],
[189459-201534: A=233.27],
[119381-125366: A=197.14],
[150744-186527: A=32.89],
[199863-282218: A=26.60],
[130421-143279: A=4.08],
[156466-173020: A=30.87],
[178172-182660: A=143.27],
[125343-127370: A=189.15],
[127572-152092: A=236.59],
[125838-148452: A=93.64],
[174359-180639: A=73.17],
[174240-220868: A=168.35],
[150139-194167: A=102.03],
[190096-268132: A=73.97],
[165108-201112: A=214.76],
[107357-112868: A=79.74],
[148906-194534: A=202.48],
[167831-218652: A=34.09],
[168616-187093: A=57.35],
[154992-162305: A=172.43],
[155877-181268: A=133.83],
[119801-138436: A=244.38],
[172204-201308: A=112.54],
[178170-192839: A=241.92],
[107341-110160: A=191.24],
[134966-150337: A=28.57],
[129649-140391: A=72.10],
[133622-137004: A=94.42],
[132894-156711: A=212.35],
[198457-202058: A=113.32],
[134082-168085: A=174.61],
[196569-249832: A=106.61],
[194766-279203: A=103.43],
[180197-181138: A=170.17],
[131868-143920: A=226.76],
[179896-233827: A=199.15],
[100161-100170: A=210.22],
[104831-106755: A=138.64],
[144301-172681: A=27.62],
[100639-100972: A=21.44],
[130856-159352: A=129.90],
[179820-239338: A=237.06],
[175855-239168: A=72.89],
[165329-203510: A=16.27],
[161109-175484: A=68.22],
[128602-146991: A=147.20],
[149838-197218: A=224.98],
[112873-122059: A=78.45],
[169414-204024: A=25.67],
[109630-116142: A=231.95],
[173023-209172: A=183.99],
[167268-189161: A=86.57],
[100126-100218: A=205.79],
[132363-146371: A=178.65],
[117927-123705: A=149.15],
[114177-122495: A=124.18],
[158031-195292: A=132.82],
[179523-195039: A=244.24],
[123724-134196: A=27.71],
[104873-107884: A=107.02],
[100639-101031: A=188.37],
[115631-131104: A=158.86],
[181024-235342: A=60.45],
[131362-157807: A=207.09],
[195309-286623: A=9.35],
[181907-246646: A=216.77],
[125163-127721: A=35.32],
[116227-126262: A=153.81],
[126548-130276: A=0.16],
[175451-238265: A=117.75],
[194663-199637: A=207.86],
[111278-118115: A=179.87],
[162540-177147: A=34.17],
[183521-236786: A=91.90],
[132834-147993: A=151.18],
[180223-189534: A=135.33],
[187457-205111: A=178.86],
[194986-218803: A=10.30],
[136093-172138: A=228.34],
